Location,Station_ID,Transect,Distance,Long,Lat,Dist_urban (m),Dist_roads (m),Dist_edge (m),Elev (m),
Point Pinole,PTP_T2_80,T2,80,-122.3548,38.0074,741.7450,770.4717,87.0732,1.7863,
Point Pinole,PTP_T2_100,T2,100,-122.3545,38.0074,732.0853,768.6396,94.7375,1.8046,
Point Pinole,PTP_T2_120,T2,120,-122.3543,38.0074,721.3419,765.2519,99.7700,1.7953,
Point Pinole,PTP_T2_140,T2,140,-122.3541,38.0073,708.1633,759.3964,90.0146,1.7872,
Point Pinole,PTP_T2_160,T2,160,-122.3538,38.0073,697.8694,756.9014,77.9280,1.8289,
Point Pinole,PTP_T2_180,T2,180,-122.3536,38.0073,689.4943,756.0253,69.4353,1.8570,
Professional Circle,PRO_T1_20,T1,20,-122.4914,37.9608,28.4164,73.6315,3.0075,1.7068,
Professional Circle,PRO_T1_40,T1,40,-122.4914,37.9609,29.7915,71.1815,5.0574,1.4132,
Professional Circle,PRO_T1_60,T1,60,-122.4914,37.9611,31.2527,72.3280,5.0804,1.5668,
Professional Circle,PRO_T1_80,T1,80,-122.4914,37.9612,32.6030,76.6952,3.3788,1.4052,
Professional Circle,PRO_T1_100,T1,100,-122.4915,37.9614,33.9787,83.9364,2.9184,1.3754,
Professional Circle,PRO_T1_120,T1,120,-122.4915,37.9615,35.4399,93.4164,2.4474,1.3780,
Professional Circle,PRO_T1_140,T1,140,-122.4915,37.9616,37.5195,104.4220,3.0104,1.4881,
Professional Circle,PRO_T1_160,T1,160,-122.4915,37.9618,44.5563,116.4734,3.3101,1.4455,
Professional Circle,PRO_T1_180,T1,180,-122.4916,37.9619,55.4864,129.4763,1.8500,1.3906,
Professional Circle,PRO_T1_200,T1,200,-122.4916,37.9621,68.3658,143.0364,0.8810,,
Professional Circle,PRO_T2_20,T2,20,-122.4931,37.9547,30.2908,323.0359,14.3791,-0.6598,
Professional Circle,PRO_T2_40,T2,40,-122.4932,37.9548,46.0789,324.1662,16.6637,-0.6545,
Professional Circle,PRO_T2_60,T2,60,-122.4932,37.9550,61.9429,325.9859,17.3194,-0.6775,
Professional Circle,PRO_T2_80,T2,80,-122.4932,37.9551,77.7984,328.6461,16.6734,-0.6949,
Professional Circle,PRO_T2_100,T2,100,-122.4933,37.9553,93.6884,331.9677,15.4131,-0.6945,
Professional Circle,PRO_T2_120,T2,120,-122.4933,37.9554,109.5345,336.1623,15.6175,-0.7258,
Professional Circle,PRO_T2_140,T2,140,-122.4934,37.9555,125.4326,340.8960,15.9956,-0.7169,
Professional Circle,PRO_T2_160,T2,160,-122.4934,37.9557,141.4393,346.3601,18.4009,-0.7117,
Professional Circle,PRO_T2_180,T2,180,-122.4935,37.9558,157.3171,352.4695,15.9745,-0.7324,
Professional Circle,PRO_T2_200,T2,200,-122.4935,37.9560,173.1961,359.1780,11.5316,-0.6982,
Radio Point,RAD_T1_20,T1,20,-122.2305,37.5486,199.6590,522.2842,24.6055,1.9904,
Radio Point,RAD_T1_40,T1,40,-122.2305,37.5488,214.5350,526.3885,44.4517,1.9797,
Radio Point,RAD_T1_60,T1,60,-122.2305,37.5489,229.4111,531.2144,64.2980,1.9995,
Radio Point,RAD_T2_20,T2,20,-122.2262,37.5463,57.8780,583.1235,22.9677,2.0693,
Radio Point,RAD_T2_40,T2,40,-122.2262,37.5465,74.9554,600.1059,18.0642,2.1018,
Radio Point,RAD_T2_60,T2,60,-122.2261,37.5467,93.0284,617.2682,20.2361,2.0256,
Radio Point,RAD_T2_80,T2,80,-122.2260,37.5468,111.7056,634.6602,14.7843,2.0739,
Radio Point,RAD_T2_100,T2,100,-122.2260,37.5470,130.3578,652.1392,14.7235,2.0154,
Ravenswood Slough,RAV_T1_20,T1,20,-122.1482,37.4922,595.4607,783.4192,23.3392,4.1266,
Ravenswood Slough,RAV_T1_20,T1,20,-122.1461,37.4920,581.1333,631.3154,10.5224,4.1266,
Ravenswood Slough,RAV_T1_40,T1,40,-122.1482,37.4920,575.7297,767.9316,41.1113,4.1376,
Ravenswood Slough,RAV_T1_40,T1,40,-122.1463,37.4920,580.6236,647.8067,13.1916,4.1376,
Ravenswood Slough,RAV_T1_60,T1,60,-122.1481,37.4918,555.9987,752.4440,49.3232,4.1687,
Ravenswood Slough,RAV_T1_60,T1,60,-122.1466,37.4920,576.8454,662.3540,19.2082,4.1687,
Ravenswood Slough,RAV_T1_80,T1,80,-122.1481,37.4916,536.2676,736.9564,32.2858,4.2638,
Ravenswood Slough,RAV_T1_80,T1,80,-122.1468,37.4920,571.6731,673.7390,24.7221,4.2638,
Ravenswood Slough,RAV_T1_100,T1,100,-122.1481,37.4915,516.5366,721.4681,15.4713,4.2771,
Ravenswood Slough,RAV_T1_100,T1,100,-122.1471,37.4919,564.1056,686.6955,32.4875,4.2771,
Ravenswood Slough,RAV_T1_120,T1,120,-122.1473,37.4918,555.6031,695.7907,40.0537,2.0811,
Ravenswood Slough,RAV_T1_140,T1,140,-122.1475,37.4918,548.6758,705.7033,21.7833,2.1548,
Ravenswood Slough,RAV_T1_160,T1,160,-122.1477,37.4917,541.1808,714.1890,13.2197,2.1614,
Ravenswood Slough,RAV_T1_180,T1,180,-122.1480,37.4916,533.3653,725.6378,21.8711,2.1492,
Ravenswood Slough,RAV_T1_200,T1,200,-122.1482,37.4916,528.6726,736.7140,30.9273,2.1485,
Ravenswood Slough,RAV_T2_20,T2,20,-122.1514,37.4923,602.1149,998.5090,23.7284,2.1031,
Ravenswood Slough,RAV_T2_40,T2,40,-122.1515,37.4921,589.7146,999.7998,43.7003,2.0484,
Ravenswood Slough,RAV_T2_60,T2,60,-122.1517,37.4920,577.6292,1001.0171,63.7510,2.0608,
Ravenswood Slough,RAV_T2_80,T2,80,-122.1519,37.4919,566.1053,1002.3080,83.7231,2.0463,
Ravenswood Slough,RAV_T2_100,T2,100,-122.1520,37.4917,554.9526,1003.5254,78.3217,2.1084,
Ravenswood Slough,RAV_T2_120,T2,120,-122.1522,37.4916,544.1785,1004.8164,58.6333,2.0104,
Renzel Wetlands,REN_T1_20,T1,20,-122.1113,37.4503,24.4629,176.1709,13.7346,0.3107,
Renzel Wetlands,REN_T1_40,T1,40,-122.1115,37.4502,42.5032,179.3754,32.8078,0.7380,
Renzel Wetlands,REN_T1_60,T1,60,-122.1117,37.4500,60.5434,184.7014,38.6396,0.5020,
Renzel Wetlands,REN_T1_80,T1,80,-122.1118,37.4499,65.1597,191.9493,37.3963,0.5658,
Renzel Wetlands,REN_T1_100,T1,100,-122.1120,37.4498,69.4010,200.8527,42.8326,0.6440,
Renzel Wetlands,REN_T1_120,T1,120,-122.1122,37.4497,74.3096,211.3763,54.6297,0.6047,
Renzel Wetlands,REN_T1_140,T1,140,-122.1124,37.4496,79.9135,223.1989,65.5725,0.5715,
Renzel Wetlands,REN_T1_160,T1,160,-122.1125,37.4495,87.7603,236.1301,77.0192,0.6623,
Renzel Wetlands,REN_T1_180,T1,180,-122.1127,37.4494,98.1311,249.9949,88.6186,0.6223,
Renzel Wetlands,REN_T1_200,T1,200,-122.1129,37.4492,109.3145,264.6453,99.9055,0.6006,
Renzel Wetlands,REN_T2_20,T2,20,-122.1150,37.4490,35.8644,317.8065,24.4637,0.5132,
Renzel Wetlands,REN_T2_40,T2,40,-122.1149,37.4488,53.3807,337.0933,41.9038,0.4967,
Renzel Wetlands,REN_T2_60,T2,60,-122.1148,37.4486,71.6498,356.3800,60.9387,0.5210,
Renzel Wetlands,REN_T2_80,T2,80,-122.1148,37.4485,90.6428,375.6116,80.4260,0.5706,
Renzel Wetlands,REN_T2_100,T2,100,-122.1147,37.4483,109.9963,377.8141,100.1198,0.6016,
Renzel Wetlands,REN_T2_120,T2,120,-122.1146,37.4481,129.6556,379.7304,119.9565,0.5752,
Renzel Wetlands,REN_T2_140,T2,140,-122.1145,37.4480,149.3050,381.6026,139.6648,0.6102,
Renzel Wetlands,REN_T2_160,T2,160,-122.1144,37.4478,169.0508,383.5532,159.3936,0.6544,
Renzel Wetlands,REN_T2_180,T2,180,-122.1143,37.4476,188.8505,385.5034,179.1224,0.5146,
Renzel Wetlands,REN_T2_200,T2,200,-122.1142,37.4475,208.6644,387.3673,198.8554,0.5691,
Ringstrom,RNG_T1_20,T1,20,-122.4079,38.2226,3947.7393,905.7866,13.9023,1.4884,
Ringstrom,RNG_T1_40,T1,40,-122.4081,38.2226,3928.3909,916.5438,21.3517,1.6465,
Ringstrom,RNG_T1_60,T1,60,-122.4084,38.2225,3909.1446,927.4803,28.4932,1.8007,
Ringstrom,RNG_T1_80,T1,80,-122.4086,38.2225,3889.8102,938.8432,34.5539,1.8383,
Ringstrom,RNG_T1_100,T1,100,-122.4088,38.2224,3870.5705,950.4683,41.4586,1.7501,
Ringstrom,RNG_T1_120,T1,120,-122.4090,38.2223,3851.2582,962.2879,48.8106,1.9921,
Ringstrom,RNG_T2_20,T2,20,-122.4143,38.2250,3420.7349,983.3453,19.1648,1.6054,
Ringstrom,RNG_T2_40,T2,40,-122.4144,38.2248,3409.2610,1001.6062,34.5716,1.9952,
Ringstrom,RNG_T2_60,T2,60,-122.4145,38.2246,3397.8660,1019.9324,47.6341,1.6274,
Ringstrom,RNG_T2_80,T2,80,-122.4146,38.2245,3386.6374,1038.2545,61.3167,1.7969,
Ringstrom,RNG_T2_100,T2,100,-122.4147,38.2243,3375.4028,1056.7016,75.2071,1.6977,
Ringstrom,RNG_T2_120,T2,120,-122.4148,38.2241,3364.2495,1075.2043,89.5280,1.7672,
Ringstrom,RNG_T2_140,T2,140,-122.4149,38.2240,3353.1784,1093.7597,94.5743,2.1123,
Ringstrom,RNG_T2_160,T2,160,-122.4150,38.2238,3342.1903,1112.3653,100.5773,1.8969,
Rush Creek,RCR_T1_20,T1,20,-122.5616,38.1212,344.7267,301.5191,2.5593,1.4250,
Rush Creek,RCR_T1_40,T1,40,-122.5613,38.1213,335.5025,322.5467,2.2689,1.5207,
Rush Creek,RCR_T1_60,T1,60,-122.5611,38.1214,331.2900,341.3059,4.3698,1.4348,
Rush Creek,RCR_T1_80,T1,80,-122.5609,38.1215,323.4665,365.2004,0.3097,,
Rush Creek,RCR_T1_100,T1,100,-122.5607,38.1216,328.1553,381.1160,0.4198,1.4557,
Rush Creek,RCR_T1_120,T1,120,-122.5605,38.1217,324.6315,400.6730,2.5603,1.8063,
Rush Creek,RCR_T1_140,T1,140,-122.5604,38.1218,332.7705,414.8321,2.3061,1.2610,
Rush Creek,RCR_T1_160,T1,160,-122.5602,38.1219,336.8650,432.9212,2.3167,1.4691,
Rush Creek,RCR_T1_180,T1,180,-122.5600,38.1221,343.1787,449.6556,2.0707,1.3769,
Rush Creek,RCR_T1_200,T1,200,-122.5598,38.1222,347.7805,469.8006,1.1849,,
San Bruno Canal,SBC_T1_20,T1,20,-122.3937,37.6430,10.4093,459.5579,8.2718,2.2517,
San Bruno Canal,SBC_T1_40,T1,40,-122.3936,37.6431,12.6794,463.6499,8.2651,2.3284,
San Bruno Canal,SBC_T1_60,T1,60,-122.3934,37.6433,14.0576,448.0459,7.3026,2.2372,
San Bruno Canal,SBC_T1_80,T1,80,-122.3933,37.6434,16.7937,434.5411,9.3476,2.7001,
San Bruno Canal,SBC_T1_100,T1,100,-122.3932,37.6436,21.1798,418.8814,2.6340,2.3330,
San Bruno Canal,SBC_T1_120,T1,120,-122.3931,37.6437,34.6788,402.7215,5.7011,1.7233,
San Bruno Canal,SBC_T1_140,T1,140,-122.3930,37.6439,45.4336,390.8023,0.1294,,
San Bruno Canal,SBC_T1_160,T1,160,-122.3933,37.6438,17.3881,391.6104,14.5239,2.1284,
San Bruno Canal,SBC_T1_180,T1,180,-122.3935,37.6439,15.9155,375.7127,4.4593,2.4705,
San Bruno Canal,SBC_T1_200,T1,200,-122.3933,37.6439,29.4805,377.6456,0.1560,1.8096,
San Bruno Canal,SBC_T2_20,T2,20,-122.3937,37.6439,9.6715,377.3899,2.2624,2.4246,
San Bruno Canal,SBC_T2_40,T2,40,-122.3939,37.6438,13.2583,380.8133,5.6136,3.0810,
San Bruno Canal,SBC_T2_60,T2,60,-122.3941,37.6437,13.7202,388.5206,4.5685,2.6953,
San Bruno Canal,SBC_T2_80,T2,80,-122.3943,37.6436,11.9126,398.8440,2.5480,1.9882,
San Bruno Canal,SBC_T2_100,T2,100,-122.3945,37.6435,8.9667,412.5581,3.8814,2.8956,
San Bruno Canal,SBC_T2_120,T2,120,-122.3947,37.6434,8.4642,423.0486,3.1275,2.8520,
San Mateo Bridge,SMB_T1_20,T1,20,-122.1488,37.6155,1658.3735,329.8653,12.6536,2.0571,
San Mateo Bridge,SMB_T1_40,T1,40,-122.1488,37.6157,1651.3249,309.5538,12.4128,2.0566,
San Mateo Bridge,SMB_T1_60,T1,60,-122.1489,37.6159,1647.3601,288.1288,15.2549,2.0152,
San Mateo Bridge,SMB_T1_80,T1,80,-122.1490,37.6161,1643.6414,266.8419,18.0289,2.0224,
San Mateo Bridge,SMB_T1_100,T1,100,-122.1491,37.6163,1642.1294,246.1220,22.5090,2.0173,
San Mateo Bridge,SMB_T1_120,T1,120,-122.1491,37.6164,1638.3610,225.2360,24.6229,2.0231,
San Mateo Bridge,SMB_T1_140,T1,140,-122.1492,37.6166,1636.5223,203.9378,28.2107,2.0211,
San Mateo Bridge,SMB_T1_160,T1,160,-122.1493,37.6168,1632.7206,185.2598,28.7093,2.0046,
San Mateo Bridge,SMB_T1_180,T1,180,-122.1493,37.6170,1629.5379,163.2566,29.3192,1.9770,
San Mateo Bridge,SMB_T1_200,T1,200,-122.1494,37.6172,1626.9609,142.6720,32.8644,1.9596,
San Mateo Bridge,SMB_T2_20,T2,20,-122.1494,37.6180,1590.1541,58.9672,17.5198,1.9003,
San Mateo Bridge,SMB_T2_40,T2,40,-122.1496,37.6180,1610.3900,57.2054,36.7449,1.9443,
San Mateo Bridge,SMB_T2_60,T2,60,-122.1498,37.6179,1631.3118,54.4492,32.5813,1.9602,
San Mateo Bridge,SMB_T2_80,T2,80,-122.1500,37.6179,1649.9741,50.0164,26.0992,2.0457,
San Mateo Bridge,SMB_T2_100,T2,100,-122.1505,37.6178,1690.3430,40.9958,14.4315,2.0913,
San Mateo Bridge,SMB_T2_120,T2,120,-122.1507,37.6177,1714.5446,36.3450,8.7183,2.0610,
San Mateo Bridge,SMB_T2_140,T2,140,-122.1510,37.6177,1736.4078,35.4126,5.3103,2.1930,
San Mateo Bridge,SMB_T2_160,T2,160,-122.1512,37.6176,1756.8326,35.6625,3.5580,2.2182,
San Mateo Bridge,SMB_T2_180,T2,180,-122.1514,37.6175,1777.5522,35.2511,4.1082,2.3309,
San Mateo Bridge,SMB_T2_200,T2,200,-122.1516,37.6174,1797.1992,33.6023,3.6891,2.0102,
San Pablo Creek,SPC_T1_20,T1,20,-122.3712,37.9728,68.0558,114.7537,17.5662,1.8709,
San Pablo Creek,SPC_T1_40,T1,40,-122.3713,37.9730,74.7892,133.1906,37.5504,1.8256,
San Pablo Creek,SPC_T1_60,T1,60,-122.3714,37.9732,81.5300,151.5514,57.4684,1.8159,
San Pablo Creek,SPC_T1_80,T1,80,-122.3715,37.9733,88.2709,149.0283,64.9416,1.7922,
San Pablo Creek,SPC_T1_100,T1,100,-122.3716,37.9735,95.0993,141.9372,72.9082,1.7388,
San Pablo Creek,SPC_T1_120,T1,120,-122.3717,37.9737,101.8401,137.3468,81.3095,1.7227,
San Pablo Creek,SPC_T2_20,T2,20,-122.3717,37.9726,112.2080,125.6447,18.3883,1.8421,
San Pablo Creek,SPC_T2_40,T2,40,-122.3719,37.9726,132.0808,139.6611,32.9932,1.8257,
San Pablo Creek,SPC_T2_60,T2,60,-122.3722,37.9726,152.0639,153.7415,48.8355,1.6998,
San Pablo Creek,SPC_T2_80,T2,80,-122.3724,37.9727,170.7022,174.6510,70.3859,1.7793,
San Pablo Creek,SPC_T2_100,T2,100,-122.3726,37.9727,188.1712,192.8765,89.2343,1.7726,
San Pablo Creek,SPC_T2_120,T2,120,-122.3728,37.9728,206.0012,213.1570,109.9711,1.7319,
San Pablo Creek,SPC_T2_140,T2,140,-122.3730,37.9730,220.1206,236.7492,133.1621,1.7493,
Snag Island,SGI_T1_20,T1,20,-121.9770,38.0746,2622.9119,3703.6780,19.5176,1.9570,
Snag Island,SGI_T1_40,T1,40,-121.9771,38.0744,2603.1003,3686.4200,28.4524,1.9230,
Snag Island,SGI_T1_60,T1,60,-121.9772,38.0743,2582.5459,3668.0568,33.2294,1.9180,
Snag Island,SGI_T1_80,T1,80,-121.9773,38.0741,2563.6775,3649.5008,46.0040,1.9250,
Snag Island,SGI_T1_100,T1,100,-121.9774,38.0739,2544.2603,3631.5926,39.1943,1.9960,
Snag Island,SGI_T1_120,T1,120,-121.9774,38.0738,2523.9346,3611.7017,20.1477,2.0670,
Snag Island,SGI_T1_140,T1,140,-121.9774,38.0736,2507.0774,3592.8484,15.1499,1.9930,
Snag Island,SGI_T1_160,T1,160,-121.9774,38.0734,2490.2326,3573.8854,22.3440,2.0460,
Snag Island,SGI_T1_180,T1,180,-121.9773,38.0733,2472.5579,3554.3623,38.6809,2.0220,
Snag Island,SGI_T1_200,T1,200,-121.9772,38.0731,2459.6009,3537.4257,58.1118,1.9310,
Snag Island,SGI_T2_20,T2,20,-121.9780,38.0730,2423.8676,3521.7858,30.2568,1.9110,
Snag Island,SGI_T2_40,T2,40,-121.9777,38.0730,2430.9354,3522.4426,38.8009,1.9290,
Snag Island,SGI_T2_60,T2,60,-121.9775,38.0729,2433.2425,3518.4298,48.3845,2.0090,
Snag Island,SGI_T2_80,T2,80,-121.9773,38.0729,2431.5796,3510.5255,48.2731,1.8950,
Snag Island,SGI_T2_100,T2,100,-121.9771,38.0728,2429.2068,3501.0757,56.3036,1.9200,
Snag Island,SGI_T2_120,T2,120,-121.9769,38.0727,2429.4000,3494.7262,70.0246,1.9930,
Snag Island,SGI_T2_140,T2,140,-121.9767,38.0726,2420.5556,3480.2520,79.7364,1.9030,
Snag Island,SGI_T2_160,T2,160,-121.9765,38.0724,2410.8422,3463.9010,81.4886,2.0270,
Snag Island,SGI_T2_180,T2,180,-121.9764,38.0723,2403.5367,3450.4407,67.7954,2.0360,
Snag Island,SGI_T2_200,T2,200,-121.9762,38.0722,2397.5470,3437.6121,58.6134,2.0050,
Steinberger Slough,STN_T1_20,T1,20,-122.2329,37.5375,38.9524,71.8579,21.4374,2.0662,
Steinberger Slough,STN_T1_40,T1,40,-122.2326,37.5375,53.4656,88.0399,41.4825,2.0391,
Steinberger Slough,STN_T1_60,T1,60,-122.2324,37.5376,70.6658,105.3101,61.4411,2.0415,
Steinberger Slough,STN_T1_80,T1,80,-122.2322,37.5376,89.0407,123.4035,81.4625,2.0523,
Steinberger Slough,STN_T1_100,T1,100,-122.2320,37.5376,108.0562,142.0740,101.5075,2.0638,
Steinberger Slough,STN_T1_120,T1,120,-122.2318,37.5377,127.2600,160.9144,90.4811,2.0477,
Steinberger Slough,STN_T1_140,T1,140,-122.2315,37.5377,146.7853,180.0630,73.6772,2.0484,
Steinberger Slough,STN_T1_160,T1,160,-122.2313,37.5378,166.3528,199.3090,56.9558,2.0572,
Steinberger Slough,STN_T2_20,T2,20,-122.2296,37.5412,115.1886,238.1179,24.4033,2.0424,
Steinberger Slough,STN_T2_40,T2,40,-122.2295,37.5410,134.9925,253.6374,40.7767,2.0202,
Steinberger Slough,STN_T2_60,T2,60,-122.2295,37.5409,154.6896,269.0910,52.1455,2.0081,
Steinberger Slough,STN_T2_80,T2,80,-122.2295,37.5407,174.4691,284.9357,41.2254,1.9923,
Strip Marsh East,SME_T1_20,T1,20,-122.3119,38.1213,1863.2951,17.1443,8.6446,1.6680,
Strip Marsh East,SME_T1_40,T1,40,-122.3117,38.1211,1841.6559,19.1662,10.4539,1.6722,
Strip Marsh East,SME_T1_60,T1,60,-122.3115,38.1210,1820.9036,21.0683,12.1703,1.5457,
Strip Marsh East,SME_T1_80,T1,80,-122.3113,38.1209,1798.5778,20.0608,11.1653,1.5462,
Strip Marsh East,SME_T1_100,T1,100,-122.3111,38.1208,1777.1434,20.6015,11.7085,1.6418,
Strip Marsh East,SME_T1_120,T1,120,-122.3108,38.1207,1756.2398,19.8473,10.9392,1.6542,
Strip Marsh East,SME_T1_140,T1,140,-122.3106,38.1206,1734.0635,19.8520,10.7783,1.6453,
Strip Marsh East,SME_T1_160,T1,160,-122.3104,38.1205,1712.4624,19.1960,10.2958,1.6416,
Strip Marsh East,SME_T1_180,T1,180,-122.3102,38.1204,1691.0067,20.1342,11.4325,1.6718,
Strip Marsh East,SME_T1_200,T1,200,-122.3100,38.1203,1670.0595,18.4885,9.9792,1.6380,
Strip Marsh East,SME_T2_20,T2,20,-122.3047,38.1104,1052.2581,833.5569,477.0110,1.6438,
Strip Marsh East,SME_T2_40,T2,40,-122.3046,38.1102,1053.3386,852.0215,465.1951,1.6722,
Strip Marsh East,SME_T2_60,T2,60,-122.3046,38.1100,1055.2824,870.7651,453.6496,1.6577,
Strip Marsh East,SME_T2_80,T2,80,-122.3045,38.1099,1058.3866,889.0911,442.4920,1.6694,
Strip Marsh East,SME_T2_100,T2,100,-122.3045,38.1097,1062.5125,908.1629,431.2044,1.6711,
Strip Marsh East,SME_T2_120,T2,120,-122.3044,38.1095,1066.0826,926.7178,421.5131,1.6798,
Strip Marsh East,SME_T2_140,T2,140,-122.3044,38.1093,1070.9099,947.0657,411.1441,1.7060,
Strip Marsh East,SME_T2_160,T2,160,-122.3043,38.1091,1075.8210,967.5090,395.1598,1.7139,
Strip Marsh East,SME_T2_180,T2,180,-122.3043,38.1089,1079.0113,985.6014,382.3861,1.7107,
Strip Marsh East,SME_T2_200,T2,200,-122.3042,38.1088,1085.5415,1004.6981,368.0876,1.7294,
Tiscornia Marsh,TIS_T1_20,T1,20,-122.4965,37.9679,54.2012,96.2167,12.1703,2.0129,
Tiscornia Marsh,TIS_T1_40,T1,40,-122.4963,37.9680,73.6463,105.6979,26.7301,2.0424,
Tiscornia Marsh,TIS_T1_60,T1,60,-122.4961,37.9680,93.1640,115.4278,32.9139,2.0902,
Tiscornia Marsh,TIS_T1_80,T1,80,-122.4958,37.9680,112.8388,126.8480,26.3260,2.1046,
Tiscornia Marsh,TIS_T1_100,T1,100,-122.4956,37.9681,132.7014,138.6467,18.6790,2.1357,
Tiscornia Marsh,TIS_T1_120,T1,120,-122.4954,37.9681,140.6849,151.1760,0.4354,,
Tiscornia Marsh,TIS_T2_20,T2,20,-122.4966,37.9701,82.2529,149.3949,15.1902,1.9413,
Tiscornia Marsh,TIS_T2_40,T2,40,-122.4964,37.9702,76.0625,134.4957,21.6857,1.8849,
Tiscornia Marsh,TIS_T2_60,T2,60,-122.4962,37.9703,66.7670,120.9490,9.4816,1.5697,
West Family,WFA_T1_20,T1,20,-122.1089,38.1342,3680.6743,43.4307,36.1204,0.5930,
West Family,WFA_T1_40,T1,40,-122.1086,38.1341,3694.0515,58.6747,51.7034,0.6780,
West Family,WFA_T1_60,T1,60,-122.1084,38.1341,3707.4496,73.8392,66.2250,0.5860,
West Family,WFA_T1_80,T1,80,-122.1082,38.1340,3720.9459,89.0833,80.8245,0.5230,
West Family,WFA_T1_100,T1,100,-122.1080,38.1340,3734.4612,104.2478,95.3826,0.5960,
West Family,WFA_T1_120,T1,120,-122.1078,38.1339,3748.0741,119.4920,110.0245,0.5110,
West Family,WFA_T1_140,T1,140,-122.1076,38.1339,3761.8026,134.6101,125.0720,0.4510,
West Family,WFA_T1_160,T1,160,-122.1073,38.1338,3775.5292,149.8544,141.4484,0.2860,
West Family,WFA_T1_180,T1,180,-122.1071,38.1338,3789.2712,165.0191,158.5825,0.2420,
West Family,WFA_T2_20,T2,20,-122.1082,38.1357,3552.8319,151.1973,12.7466,0.4800,
West Family,WFA_T2_40,T2,40,-122.1081,38.1356,3572.6112,154.1712,31.3064,0.6910,
West Family,WFA_T2_60,T2,60,-122.1080,38.1354,3592.4899,156.5787,49.9771,0.7600,
West Family,WFA_T2_80,T2,80,-122.1079,38.1352,3612.3703,158.7085,68.6479,0.5450,
West Family,WFA_T2_100,T2,100,-122.1078,38.1351,3632.2521,159.7796,87.3186,0.3230,
West Family,WFA_T2_120,T2,120,-122.1078,38.1349,3652.1354,160.8506,105.9893,0.3970,
West Family,WFA_T2_140,T2,140,-122.1077,38.1347,3672.0202,161.9217,124.6600,0.6150,
West Family,WFA_T2_160,T2,160,-122.1076,38.1346,3691.8083,162.7126,143.2197,0.2970,
West Sonoma Creek,WSC_T1_20,T1,20,-122.4052,38.1576,8016.1334,220.8119,16.1611,1.8281,
West Sonoma Creek,WSC_T1_40,T1,40,-122.4054,38.1577,7998.1228,230.4371,35.8093,1.8549,
West Sonoma Creek,WSC_T1_60,T1,60,-122.4056,38.1578,7979.9811,240.1667,55.5865,1.8493,
West Sonoma Creek,WSC_T1_80,T1,80,-122.4057,38.1579,7961.9892,249.7921,75.3522,1.8212,
West Sonoma Creek,WSC_T1_100,T1,100,-122.4059,38.1580,7944.0067,259.4175,77.7762,1.8333,
West Sonoma Creek,WSC_T1_120,T1,120,-122.4061,38.1581,7925.9883,269.0365,61.5961,1.8779,
West Sonoma Creek,WSC_T1_140,T1,140,-122.4063,38.1582,7908.0249,278.6620,45.2273,1.9176,
West Sonoma Creek,WSC_T2_20,T2,20,-122.3968,38.1593,7973.9731,601.5314,20.6411,1.7181,
West Sonoma Creek,WSC_T2_40,T2,40,-122.3968,38.1595,7963.3963,621.1718,40.6008,1.7583,
West Sonoma Creek,WSC_T2_60,T2,60,-122.3968,38.1597,7952.9325,640.7911,60.5619,1.7668,
West Sonoma Creek,WSC_T2_80,T2,80,-122.3968,38.1598,7942.5054,660.4103,80.5230,1.8056,
West Sonoma Creek,WSC_T2_100,T2,100,-122.3968,38.1600,7932.0380,678.8750,100.4827,1.8101,
West Sonoma Creek,WSC_T2_120,T2,120,-122.3968,38.1602,7921.6844,697.1967,120.4438,1.8457,
West Sonoma Creek,WSC_T2_140,T2,140,-122.3968,38.1604,7911.3678,715.5183,140.4050,1.8650,
West Sonoma Creek,WSC_T2_160,T2,160,-122.3967,38.1606,7901.0111,733.8790,160.3646,1.8975,
West Sonoma Creek,WSC_T2_180,T2,180,-122.3967,38.1607,7890.7516,752.2006,163.1784,1.8378,
West Sonoma Creek,WSC_T2_200,T2,200,-122.3967,38.1609,7880.4996,770.5223,143.3496,1.8853,
White Slough,WSL_T1_20,T1,20,-122.2618,38.1330,59.7123,26.8168,13.7173,1.6748,
White Slough,WSL_T1_40,T1,40,-122.2619,38.1332,79.0022,46.0361,13.0252,1.6852,
White Slough,WSL_T1_60,T1,60,-122.2621,38.1333,97.7997,64.7623,4.5099,1.6977,
White Slough,WSL_T1_80,T1,80,-122.2622,38.1334,116.7032,83.5075,11.4547,1.6979,
White Slough,WSL_T1_100,T1,100,-122.2623,38.1336,134.1295,100.7568,14.0852,1.7498,
White Slough,WSL_T1_120,T1,120,-122.2624,38.1337,151.8282,118.3829,12.3619,1.7200,
White Slough,WSL_T1_140,T1,140,-122.2626,38.1339,172.9340,139.3992,10.9924,1.7679,
White Slough,WSL_T1_160,T1,160,-122.2627,38.1340,193.0648,159.4093,11.5164,1.7530,
White Slough,WSL_T1_180,T1,180,-122.2628,38.1342,213.2530,179.3394,12.1126,1.7366,
White Slough,WSL_T1_200,T1,200,-122.2629,38.1344,231.7308,197.4919,5.7382,1.7230,
White Slough,WSL_T2_20,T2,20,-122.2629,38.1321,65.6479,31.7833,2.9821,1.7942,
White Slough,WSL_T2_40,T2,40,-122.2631,38.1320,71.7018,37.6522,10.4157,1.5196,
White Slough,WSL_T2_60,T2,60,-122.2632,38.1319,71.0739,36.8404,13.5295,1.6097,
